surname,name, #  Games , Avg.  Game  Length  (Moves) , Avg.  Moves  in  King's  Direction , Avg.  Moves  around  King  (<=3  squares  away) , Avg.  Piece  moves  past  half , Avg.  Pawn  moves  past  half , #  Pieces  by  EOG , #  Pawns  by  EOG , King  Moves 
 Wenceloski,Pedro  Gabriel  Lopes ,3.0,34.0,17.333333333333332,14.666666666666666,5.333333333333333,2.0,0.0,0.0,6.666666666666667
 Valerim,Rafael  Morais ,3.0,54.666666666666664,31.666666666666668,17.666666666666668,10.666666666666666,5.333333333333333,0.0,0.0,12.333333333333334
 E  Silva,Bernardo  Caio  C ,2.0,55.5,34.5,18.0,10.0,3.5,0.0,0.0,13.0
 Vicencio,Lucas  Fuentes  Goncalves ,2.0,55.5,32.5,21.5,10.5,5.0,0.0,0.0,9.0
 Naidon,Pietro  Weber ,3.0,36.333333333333336,25.666666666666668,14.333333333333334,1.6666666666666667,0.6666666666666666,0.0,0.0,7.666666666666667
 Borgmann,Alexandre ,2.0,38.0,21.5,15.0,6.5,5.0,0.0,0.0,3.5
 Ramazzotte,Rafaela  Graziele  Zill ,2.0,36.0,16.5,14.0,6.5,0.0,0.0,0.0,4.0
 Lima,Raphael  Pereira ,1.0,43.0,22.0,16.0,8.0,3.0,0.0,0.0,7.0
 Garghetti,Julia ,1.0,43.0,20.0,20.0,11.0,3.0,0.0,0.0,6.0
 Shintate  Junior,Paulo  Sunao ,1.0,19.0,8.0,9.0,2.0,3.0,0.0,0.0,1.0
 Bisconsin,Raul ,2.0,28.0,15.0,12.0,5.0,1.0,0.0,0.0,2.0
 Reis,Rhana  Machado ,3.0,47.0,29.0,19.0,8.0,5.333333333333333,0.0,0.0,7.0
 Souza,Neurismar  Da  Rocha ,2.0,49.5,25.5,17.0,16.0,3.0,0.0,0.0,5.0
 Harada,Ayrton  Katsunori ,2.0,22.0,11.0,8.5,6.0,1.0,0.0,0.0,2.0
 De  Oliveira,Rosa  Emilia  Trizotto ,3.0,31.666666666666668,17.666666666666668,12.0,4.666666666666667,0.6666666666666666,0.0,0.0,3.6666666666666665
 Pereira,Valcir  Azevedo  da  Silva ,2.0,34.0,18.5,15.0,4.5,1.5,0.0,0.0,2.0
 Sikorski,Valentim  Enrico ,2.0,42.0,26.0,20.5,6.5,1.5,0.0,0.0,4.0
 Santos,Waldemar  Gabriel  Aquino ,3.0,38.666666666666664,17.333333333333332,17.0,9.333333333333334,2.3333333333333335,0.0,0.0,3.0
 Kortmann,Pedro  Reck ,1.0,36.0,16.0,17.0,15.0,1.0,0.0,0.0,2.0
 Campos,Guilherme  Menezes ,2.0,41.5,14.0,14.5,11.5,3.5,0.0,0.0,3.0
 Muller,Yasmin  Paredes ,3.0,29.666666666666668,14.333333333333334,12.333333333333334,5.333333333333333,3.0,0.0,0.0,3.0
 Kropff,R ,2.0,38.0,19.0,15.0,7.0,2.5,0.0,0.0,5.0
 Quintiliano  Pinto,R ,1.0,30.0,10.0,14.0,6.0,3.0,0.0,0.0,1.0
 Silverio,Vitor  Luis  De  Jesus ,1.0,14.0,8.0,6.0,1.0,2.0,0.0,0.0,1.0
 Di  Berardino,D ,1.0,14.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0
 Fujihara,Anderson  Akira ,2.0,36.5,20.5,14.0,7.5,0.5,0.0,0.0,4.0
 Campos,Maria  Jose ,1.0,39.0,23.0,17.0,8.0,3.0,0.0,0.0,6.0
 Monteiro,Samuel  Ramazzotte ,2.0,29.0,10.5,10.5,6.5,3.0,0.0,0.0,2.5
 Bouwman,M ,2.0,22.5,5.5,9.5,4.5,2.0,0.0,0.0,1.0
 Fraga,Heitor  Carneiro ,2.0,41.0,22.0,18.0,6.0,2.5,0.0,0.0,8.5
 Brisola,Marcos  Augusto ,1.0,17.0,7.0,6.0,1.0,1.0,0.0,0.0,1.0
 Navarro  Guerrero,S ,1.0,35.0,16.0,12.0,6.0,6.0,0.0,0.0,2.0
 Gomez,Osmar ,2.0,33.5,14.5,15.5,10.0,3.5,0.0,0.0,1.5
 Dias,Si ,1.0,38.0,8.0,17.0,9.0,4.0,0.0,0.0,1.0
 Lucio,Andre  De  Souza ,2.0,46.5,20.5,17.5,9.0,2.5,0.0,0.0,4.0
 Amarilla  Ettiene,Ezequiel ,1.0,50.0,30.0,17.0,10.0,4.0,0.0,0.0,10.0
 Costa,Francisco  Passos ,2.0,32.0,15.5,12.5,7.0,2.0,0.0,0.0,7.5
 Serpa,Rafael  Araujo ,1.0,30.0,17.0,10.0,1.0,4.0,0.0,0.0,1.0
 Elesbao,Bernardo  Dartora ,2.0,29.0,13.0,13.0,4.0,3.0,0.0,0.0,1.5
 Moyses  Sobrinho,Elias ,1.0,48.0,29.0,17.0,6.0,4.0,0.0,0.0,8.0
 Jimenez  Salas,Maria  Teresa ,2.0,37.5,21.0,14.5,9.0,4.5,0.0,0.0,7.0
 Hataby,Raed ,1.0,40.0,18.0,17.0,10.0,5.0,0.0,0.0,1.0
 Dias,Juliane  de  Oliveira ,2.0,55.5,27.5,20.5,19.0,4.5,0.0,0.0,11.0
 Do  Carmo,Gabriel  Carckeno ,1.0,46.0,24.0,18.0,8.0,8.0,0.0,0.0,7.0
 Almeida,Joao  Pedro  Santos ,2.0,37.5,18.0,19.5,14.5,0.5,0.0,0.0,2.0
 Batista,Arthur  Henrique  Brunasso ,1.0,48.0,35.0,20.0,3.0,3.0,0.0,0.0,4.0
 De  Moura  Silva,Guilherme ,1.0,29.0,10.0,12.0,8.0,6.0,0.0,0.0,1.0
 Pereira,Cristiano  Alves ,1.0,29.0,13.0,14.0,2.0,1.0,0.0,0.0,4.0
 Silva,Joao  Vitor  Maximiano ,2.0,45.5,23.0,14.0,8.0,4.5,0.0,0.0,7.5
 Bil,A ,2.0,55.0,35.0,22.5,10.5,3.5,0.0,0.0,11.0
 Dias,Clara ,1.0,31.0,15.0,13.0,1.0,5.0,0.0,0.0,2.0
 Pereira,Armando  Scharlau ,1.0,31.0,12.0,12.0,4.0,0.0,0.0,0.0,1.0
 Paiva,Gaston ,1.0,31.0,16.0,14.0,1.0,4.0,0.0,0.0,6.0
 Yucra  Valdes,Diego  Alonso ,2.0,46.5,24.0,16.5,9.0,3.0,0.0,0.0,3.0
 Casanova  Ceballos,Axel  Nicolas ,1.0,24.0,13.0,12.0,3.0,1.0,0.0,0.0,1.0
 Stenzler,Nicolle  Vortmann ,1.0,24.0,15.0,9.0,0.0,2.0,0.0,0.0,2.0
 Grams,Leon  Honke ,1.0,51.0,25.0,18.0,6.0,5.0,0.0,0.0,4.0
 Palma  Neira,Eliseo  Maximiliano ,2.0,49.5,26.0,19.0,14.0,2.0,0.0,0.0,4.5
 Do  Amaral,Gabriel  Barbosa ,2.0,41.5,21.5,16.5,8.5,5.0,0.0,0.0,4.5
 De  Oliveira,Gualter  Amelio ,1.0,47.0,36.0,20.0,4.0,2.0,0.0,0.0,9.0
 Pluschkat,Gustavo  Ranulpho ,1.0,31.0,15.0,12.0,8.0,3.0,0.0,0.0,1.0
 Martins,Gabriel  Santana ,1.0,31.0,14.0,11.0,0.0,3.0,0.0,0.0,2.0
 Campos,Rafael  De  Lima ,1.0,65.0,39.0,22.0,16.0,3.0,0.0,0.0,14.0
 Mariot  Vaz,Joao  Antonio  Bertolu ,2.0,46.5,23.5,17.0,15.0,3.5,0.0,0.0,7.0
 Herize  Godoy,Miguel  Andres ,2.0,43.5,25.5,16.5,6.0,3.0,0.0,0.0,4.0
 Oliveira,Franklin  Verissimo ,1.0,41.0,29.0,20.0,3.0,3.0,0.0,0.0,7.0
 Passos,Marcos  Aurelio  Freire  Fer ,1.0,20.0,8.0,12.0,2.0,2.0,0.0,0.0,1.0
 Pedroso,Denian ,3.0,36.0,12.666666666666666,14.666666666666666,9.333333333333334,2.6666666666666665,0.0,0.0,2.0
 Ribeiro,Dionatan  Lua  Franzen ,3.0,36.0,12.333333333333334,16.333333333333332,13.0,1.6666666666666667,0.0,0.0,2.0
 Santos,Marcos  Correia ,1.0,46.0,26.0,18.0,9.0,2.0,0.0,0.0,7.0
 Nunes,Ag ,2.0,45.0,23.5,17.5,10.0,4.0,0.0,0.0,3.5
 Oliveira,Andre  Pereira  Martins ,1.0,43.0,25.0,18.0,8.0,3.0,0.0,0.0,1.0
 Friedrich,Augusto  Johannpeter ,2.0,50.0,34.0,19.5,6.0,1.0,0.0,0.0,6.5
 Lemos,Leonardo  Dos  Santos ,2.0,37.5,14.5,13.0,10.5,3.5,0.0,0.0,4.0
 Auer,Luca  Bach ,2.0,30.0,19.5,13.0,6.0,0.5,0.0,0.0,4.5
 Blaszkoski  Maia,Vinicius ,1.0,31.0,6.0,11.0,9.0,5.0,0.0,0.0,1.0
 Benetti,Bruno ,1.0,58.0,38.0,18.0,12.0,7.0,0.0,0.0,8.0
 Salamanca  Paraguayo,Mateo ,1.0,58.0,25.0,19.0,17.0,4.0,0.0,0.0,3.0
 Monteiro,Helen  Ramazzotte ,1.0,50.0,32.0,21.0,9.0,4.0,0.0,0.0,7.0
 Vasconcelos  Neto,Jose  Delmiro ,2.0,37.5,16.5,13.5,6.5,4.5,0.0,0.0,1.5
 Motta,Agahta  dos  Santos ,2.0,20.5,7.0,7.5,1.5,1.0,0.0,0.0,1.5
 Santos,Lucas  Pereira ,2.0,33.5,19.0,12.0,4.0,1.0,0.0,0.0,4.5
 Naidon,Rafaela  Weber ,2.0,41.5,22.0,19.5,4.0,1.5,0.0,0.0,5.5
 Solaeche  G.,Axel  Jose ,2.0,54.5,26.0,14.5,7.5,4.5,0.0,0.0,4.5
 Vieira  da  Silva,Daniel  Ricardo ,2.0,53.0,21.5,17.5,18.0,2.5,0.0,0.0,10.5
 Berteli,Laura  Manarim ,2.0,38.5,17.5,15.0,4.5,2.0,0.0,0.0,5.0
 Loskin,Camilo ,2.0,41.5,22.0,15.0,8.0,2.0,0.0,0.0,3.0
 Salgado,Bernardo  Athayde ,2.0,36.0,15.0,14.0,9.0,4.5,0.0,0.0,2.0
 Cabriles,Alvaro  A  Gonzales ,2.0,28.0,13.5,13.0,4.0,1.0,0.0,0.0,2.5
 Ferreira,Mauricio  Vilela ,2.0,25.5,10.5,7.5,3.0,3.0,0.0,0.0,1.0
 Da  Silva,Joao  Pedro  M  Soares ,1.0,20.0,9.0,11.0,7.0,2.0,0.0,0.0,0.0
 Da  Fonseca,Pedro  Rank ,1.0,26.0,8.0,12.0,5.0,5.0,0.0,0.0,2.0
 Kruger,Nathalia ,1.0,32.0,20.0,15.0,5.0,1.0,0.0,0.0,1.0
 Gurski,Guilherme  Rybu ,1.0,29.0,15.0,17.0,8.0,2.0,0.0,0.0,1.0
 Bockor,Luana  Ieger ,1.0,64.0,40.0,17.0,17.0,10.0,0.0,0.0,7.0
 Bida,Jose  Mateus ,1.0,26.0,7.0,13.0,9.0,2.0,0.0,0.0,1.0
 Lyra,Larissa  Alencar ,1.0,52.0,29.0,22.0,7.0,4.0,0.0,0.0,14.0
 Netto,Andre  Ferreira ,2.0,34.5,19.5,16.5,6.0,2.0,0.0,0.0,6.0
 Martins,Eduarda  Baldisserotto ,1.0,16.0,5.0,7.0,4.0,1.0,0.0,0.0,0.0
 Doberstein,Otavio  Pereira ,1.0,12.0,8.0,4.0,1.0,1.0,0.0,0.0,4.0
 Bolanos,Fernando ,2.0,43.5,21.0,18.0,12.0,3.5,0.0,0.0,3.0
 Braun  Neto,Augusto ,1.0,44.0,30.0,19.0,2.0,2.0,0.0,0.0,11.0
 Souza  dos  Santos,Matheus  Garcett ,1.0,44.0,15.0,23.0,16.0,1.0,0.0,0.0,1.0
 Dos  Santos,Welligton  Carlos ,1.0,30.0,10.0,11.0,9.0,2.0,0.0,0.0,1.0
 Dos  Santos,Edson  Gomes ,1.0,48.0,23.0,18.0,9.0,4.0,0.0,0.0,2.0
 Nunes,Rafael  Klanfer ,1.0,41.0,23.0,14.0,10.0,2.0,0.0,0.0,2.0
 Bassani,Jaison  Jose ,1.0,41.0,24.0,13.0,9.0,1.0,0.0,0.0,5.0
 Bonilla  Viamonte,Diego  Armando ,1.0,43.0,13.0,18.0,6.0,3.0,0.0,0.0,5.0
 De  Freitas,Marcele  Soares ,1.0,64.0,52.0,25.0,7.0,0.0,0.0,0.0,22.0
 Dorneles,Arthur  Botezeli ,1.0,44.0,22.0,24.0,11.0,3.0,0.0,0.0,4.0
 Chaves,Jor ,1.0,64.0,42.0,22.0,8.0,7.0,0.0,0.0,11.0
 Reboredo,M ,1.0,36.0,18.0,13.0,5.0,2.0,0.0,0.0,2.0
 Franca  Junior,Jairo ,1.0,27.0,14.0,12.0,6.0,0.0,0.0,0.0,2.0
 Amaral,Francisco ,1.0,60.0,43.0,26.0,13.0,6.0,0.0,0.0,14.0
 Boabaid,Jorge  Alberto  Duardes ,1.0,59.0,37.0,25.0,12.0,5.0,0.0,0.0,8.0
 Predebon,Eduardo  Angonesi ,1.0,31.0,12.0,15.0,8.0,6.0,0.0,0.0,1.0
 Cabrera  Taveira,F ,1.0,51.0,34.0,18.0,7.0,5.0,0.0,0.0,7.0
 Sousa,Vinicius  Moraes  Avellaneda ,1.0,27.0,13.0,12.0,2.0,1.0,0.0,0.0,1.0
 Pereira  Junior,Ignacio  Marrero ,1.0,40.0,21.0,17.0,7.0,5.0,0.0,0.0,3.0
 Nunes,Lino  Dias ,1.0,65.0,43.0,19.0,26.0,7.0,0.0,0.0,29.0
 Janke,Ligia ,1.0,24.0,7.0,11.0,4.0,1.0,0.0,0.0,2.0
 Ribeiro,Giovanna  G  Da  Costa ,1.0,36.0,11.0,16.0,12.0,5.0,0.0,0.0,1.0
 Diamant,Isaac  Kamphorst ,1.0,43.0,25.0,14.0,4.0,3.0,0.0,0.0,6.0
 Cevada,Guilherme  Henrique  Dirami ,1.0,16.0,6.0,8.0,1.0,0.0,0.0,0.0,1.0
 Piccetti,Mateo ,1.0,60.0,34.0,25.0,14.0,1.0,0.0,0.0,13.0
 Conor,Larissa  Dos  Anjos ,1.0,35.0,14.0,11.0,1.0,6.0,0.0,0.0,5.0
 De  Barros,Lucas  Vincent  Lopes ,1.0,32.0,3.0,15.0,16.0,4.0,0.0,0.0,1.0
 Conor,Melissa  Dos  Anjos ,1.0,32.0,26.0,10.0,2.0,2.0,0.0,0.0,2.0
 Nunes,Alice  Regis  da  Silva ,1.0,37.0,22.0,17.0,4.0,1.0,0.0,0.0,4.0
 Da  Silva,Rafaela  Sofia  Ramos ,1.0,11.0,4.0,6.0,2.0,0.0,0.0,0.0,1.0
 Vieira,Emanuel  Pedroso ,1.0,35.0,14.0,13.0,6.0,3.0,0.0,0.0,4.0
 Lugo  Martinez,Federico  Joaquin ,1.0,28.0,12.0,8.0,3.0,3.0,0.0,0.0,2.0
 Velarde  Alarcon,Jhonn  Richard ,1.0,47.0,23.0,18.0,6.0,5.0,0.0,0.0,5.0
 Marzall,Thiago  Soares ,1.0,28.0,12.0,13.0,4.0,2.0,0.0,0.0,2.0
 Kisler  Voges,Enzo  Henrique ,1.0,11.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0
 Correia,Vinicius  Beling ,1.0,27.0,15.0,9.0,0.0,1.0,0.0,0.0,3.0
 Cabral,Ana  Elizabeth  Correa ,1.0,26.0,9.0,11.0,6.0,4.0,0.0,0.0,1.0
 Aranha  Filho,A ,1.0,62.0,27.0,27.0,16.0,5.0,0.0,0.0,3.0
 Fernandez,Maria ,1.0,36.0,22.0,18.0,5.0,4.0,0.0,0.0,1.0
 De  Freitas,Isabella  Ribeiro  Conti ,1.0,19.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0
 Marra,E ,1.0,53.0,39.0,19.0,14.0,3.0,0.0,0.0,10.0
 Almeida  Junior,Alvaro  Alves  de ,1.0,29.0,8.0,11.0,3.0,1.0,0.0,0.0,3.0
 Mourao,I ,1.0,54.0,30.0,21.0,23.0,8.0,0.0,0.0,9.0
 Rebolledo  Arias,Julio  Cesar ,1.0,44.0,17.0,22.0,14.0,4.0,0.0,0.0,3.0
 Haraguchi,Diego  Sashaki ,1.0,44.0,29.0,20.0,9.0,1.0,0.0,0.0,11.0
 Osipi,J ,1.0,44.0,28.0,19.0,10.0,2.0,0.0,0.0,9.0
 Cristino,Felipe  Borges ,1.0,44.0,27.0,17.0,6.0,5.0,0.0,0.0,6.0
 Penna,Daniel  Drummond  De  Andrade ,1.0,77.0,43.0,30.0,17.0,4.0,0.0,0.0,20.0
 Bueno,Alfe ,1.0,77.0,45.0,25.0,24.0,6.0,0.0,0.0,7.0
 Alvarez,Leandro ,1.0,25.0,9.0,8.0,6.0,1.0,0.0,0.0,2.0
 Oviedo  Acosta,Paula ,1.0,25.0,11.0,9.0,3.0,2.0,0.0,0.0,1.0
 Britez,G ,1.0,46.0,33.0,14.0,11.0,5.0,0.0,0.0,6.0
 Da  Silveira,Victor  Premoler ,1.0,32.0,10.0,14.0,8.0,1.0,0.0,0.0,1.0
 Sarquis,M ,1.0,32.0,23.0,13.0,1.0,1.0,0.0,0.0,4.0
 Borda  Rodas,Anapaola  S. ,1.0,18.0,7.0,10.0,6.0,2.0,0.0,0.0,1.0
 Batista,Leonardo  Antonio ,1.0,18.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0
 De  Miranda,Eduardo  Rodrigues  C ,1.0,27.0,12.0,12.0,5.0,1.0,0.0,0.0,2.0
 Whately,Josue  Henrique  de  Freitas ,1.0,26.0,11.0,9.0,3.0,2.0,0.0,0.0,2.0
 Garnier,R ,1.0,26.0,6.0,12.0,7.0,3.0,0.0,0.0,1.0
 Betancourt  Navas,Jose  Luis ,1.0,49.0,31.0,24.0,10.0,3.0,0.0,0.0,5.0
 Acosta,Franco  Emanuel ,1.0,40.0,20.0,16.0,12.0,1.0,0.0,0.0,3.0
 Sanfelici  Bazanella,Alexandre ,1.0,40.0,18.0,15.0,7.0,6.0,0.0,0.0,2.0
 Kayser,Gustavo  Warmling ,1.0,33.0,20.0,17.0,6.0,2.0,0.0,0.0,1.0
 Cartes  Esquivel,Oscar ,1.0,33.0,15.0,11.0,4.0,3.0,0.0,0.0,1.0
 Carlsen,M ,53.0,52.24528301886792,30.415094339622645,21.09433962264151,11.924528301886792,3.7547169811320753,0.0,0.0,7.698113207547169
 Lazavik,Denis ,52.0,54.26923076923077,30.730769230769223,21.13461538461539,9.903846153846153,3.230769230769231,0.0,0.0,7.230769230769231
 Firouzja,Alireza ,55.0,52.92727272727273,28.327272727272728,21.509090909090908,12.50909090909091,4.0727272727272705,0.0,0.0,7.036363636363636
 Nakamura,Hi ,54.0,54.888888888888886,29.85185185185185,21.685185185185194,13.166666666666666,3.6481481481481484,0.0,0.0,7.574074074074074
 Girel,Joseph ,6.0,51.333333333333336,28.333333333333332,18.166666666666668,19.833333333333332,3.5,0.0,0.0,10.833333333333334
 Delgado  Ramirez,N ,6.0,45.0,23.333333333333332,17.5,10.833333333333334,3.5,0.0,0.0,6.166666666666667
 Mayank,Chakraborty ,6.0,56.5,33.833333333333336,22.5,14.833333333333334,3.1666666666666665,0.0,0.0,10.0
 Suleymenov,Alisher ,6.0,67.83333333333333,36.333333333333336,24.833333333333332,24.0,4.0,0.0,0.0,14.166666666666666
 Aronyak,Ghosh ,6.0,55.666666666666664,33.833333333333336,21.5,11.166666666666666,3.8333333333333335,0.0,0.0,9.833333333333334
 Boyer,Mahel ,6.0,58.5,30.833333333333332,23.666666666666668,14.5,3.0,0.0,0.0,11.166666666666666
 Audi,Ameya ,6.0,45.833333333333336,26.833333333333332,17.833333333333332,9.0,2.1666666666666665,0.0,0.0,5.666666666666667
 Vaz,Ethan ,6.0,56.666666666666664,30.333333333333332,22.5,12.833333333333334,3.1666666666666665,0.0,0.0,5.833333333333333
 Borgaonkar,Akshay ,6.0,41.333333333333336,21.0,18.166666666666668,7.833333333333333,3.0,0.0,0.0,5.666666666666667
 Safarli,E ,2.0,37.0,17.0,17.5,13.5,2.0,0.0,0.0,1.0
 Isbatov,Kanan ,2.0,37.0,17.5,17.0,5.0,0.5,0.0,0.0,2.0
 Ibrahimli,Suat ,2.0,31.5,18.0,13.5,4.5,2.0,0.0,0.0,2.0
 Abasov,N ,2.0,40.0,18.0,12.0,9.0,4.0,0.0,0.0,3.5
 Garakhanov,Shamsi ,2.0,40.0,23.5,16.5,4.0,4.0,0.0,0.0,4.5
 Ughuzov,Ravan ,2.0,55.0,38.5,22.0,12.0,3.5,0.0,0.0,8.0
 Muradli,Mahammad ,2.0,55.0,29.0,23.5,12.0,5.5,0.0,0.0,5.5
 Iskandarov,M ,2.0,29.0,13.5,11.5,1.5,2.5,0.0,0.0,3.0
 Alizada,Pasham ,2.0,29.0,12.0,13.5,7.5,2.0,0.0,0.0,2.5
 Orujov,Farid ,2.0,53.5,28.5,19.0,12.5,5.0,0.0,0.0,5.0
 Rasulov,Vu ,2.0,53.5,25.0,21.5,15.0,2.5,0.0,0.0,10.0
 Ahmadzada,Ahmad ,2.0,47.0,28.0,19.5,11.0,3.0,0.0,0.0,10.5
 Hamidov,Allahverdi ,2.0,47.0,20.5,17.5,9.0,3.5,0.0,0.0,9.5
 Garayev,Kanan ,2.0,41.0,15.5,18.0,12.5,2.5,0.0,0.0,2.0
 Samadov,Read ,2.0,41.0,19.0,16.0,8.5,1.5,0.0,0.0,3.5
 Babazada,Khazar ,2.0,35.0,17.0,14.5,5.5,3.5,0.0,0.0,1.0
 Aliyev,Ravan ,2.0,35.0,14.0,15.5,6.0,5.0,0.0,0.0,2.0
 Aslanov,Umid ,2.0,77.5,53.5,36.5,20.0,4.0,0.0,0.0,10.5
 Ahmad,Khagan ,2.0,77.5,53.0,37.0,10.5,2.5,0.0,0.0,14.5
 Gasimov,R ,2.0,46.0,18.5,18.0,13.0,2.0,0.0,0.0,4.0
 Zulfugarli,M ,2.0,46.0,28.0,17.0,7.0,4.0,0.0,0.0,4.0
 Agasiyev,Ka ,2.0,32.5,18.0,13.5,5.0,1.5,0.0,0.0,5.0
 Tahirov,F ,2.0,32.5,17.5,15.0,5.0,1.5,0.0,0.0,2.5
 Mirzoev,A ,2.0,39.5,17.0,16.0,10.5,4.5,0.0,0.0,5.5
 Talibov,Shiroghlan ,2.0,39.5,23.5,19.5,4.5,1.5,0.0,0.0,5.5
 Ibrahimli,Murad ,2.0,28.0,12.0,14.5,7.5,1.5,0.0,0.0,1.5
 Manafov,Vugar ,2.0,28.0,12.0,10.5,2.0,2.0,0.0,0.0,1.5
 Liang,Awonder ,6.0,45.166666666666664,24.0,18.5,8.0,3.0,0.0,0.0,4.833333333333333
 Salem,AR ,6.0,45.166666666666664,22.0,18.833333333333332,8.833333333333334,3.1666666666666665,0.0,0.0,4.0
 Durand-Benmoussa,Roman ,1.0,26.0,11.0,12.0,4.0,2.0,0.0,0.0,1.0
 Moussard,J ,1.0,26.0,5.0,9.0,2.0,2.0,0.0,0.0,1.0
 Zaibi,A ,1.0,68.0,34.0,22.0,24.0,7.0,0.0,0.0,10.0
 Achour,Mohamed  Anis ,1.0,68.0,46.0,25.0,8.0,1.0,0.0,0.0,19.0
 Bouzidi,Ahmed ,1.0,62.0,30.0,24.0,17.0,2.0,0.0,0.0,4.0
 Koster,R ,1.0,62.0,31.0,23.0,8.0,6.0,0.0,0.0,9.0
 Cai,Chaoruo ,1.0,28.0,11.0,11.0,5.0,4.0,0.0,0.0,1.0
 Bengherabi,K ,1.0,28.0,19.0,12.0,3.0,1.0,0.0,0.0,7.0
 Hu,Jiani ,1.0,57.0,32.0,19.0,14.0,2.0,0.0,0.0,10.0
 Bourg,Nicolas ,1.0,57.0,22.0,22.0,13.0,3.0,0.0,0.0,6.0
 Berend,E ,1.0,41.0,26.0,18.0,4.0,4.0,0.0,0.0,4.0
 Aryan,Mehta ,1.0,41.0,27.0,20.0,7.0,1.0,0.0,0.0,3.0
 Liu,Huaqi ,1.0,33.0,16.0,14.0,4.0,3.0,0.0,0.0,6.0
 Bressy,Theo ,1.0,33.0,16.0,10.0,6.0,3.0,0.0,0.0,2.0
 Van  Zyl-Rudd,Jack ,1.0,22.0,9.0,11.0,5.0,3.0,0.0,0.0,1.0
 Nassr,Lina ,1.0,22.0,14.0,8.0,1.0,1.0,0.0,0.0,1.0
 Chelly,Yahya ,1.0,82.0,59.0,37.0,23.0,4.0,0.0,0.0,23.0
 Berend,F ,1.0,82.0,58.0,27.0,25.0,11.0,0.0,0.0,23.0
 Pieri,P ,1.0,24.0,16.0,10.0,4.0,2.0,0.0,0.0,4.0
 Minde,Baptiste ,1.0,24.0,8.0,12.0,9.0,0.0,0.0,0.0,1.0
 Siennicki,Ludwik ,9.0,43.333333333333336,20.333333333333332,17.77777777777778,12.0,4.0,0.0,0.0,4.333333333333333
 Szumiec,Tomasz ,9.0,49.77777777777778,25.77777777777778,20.11111111111111,11.0,3.2222222222222223,0.0,0.0,6.0
 Kaniewski,Ignacy ,5.0,55.6,27.6,22.0,13.0,2.6,0.0,0.0,8.4
 Chojnowski,R ,5.0,51.8,26.4,21.2,13.0,4.0,0.0,0.0,9.8
 Mika,Wiktor ,8.0,49.75,25.625,19.375,10.875,3.25,0.0,0.0,9.75
 Sulek,Grzegorz ,8.0,34.0,19.125,15.0,5.25,1.25,0.0,0.0,3.25
 Kurczewski,Michal ,8.0,44.25,27.5,18.125,7.0,3.875,0.0,0.0,6.0
 Siciarz,Filip ,7.0,52.42857142857143,30.285714285714285,20.428571428571427,11.428571428571429,4.428571428571429,0.0,0.0,8.571428571428571
 Rozanski,Milosz ,6.0,40.0,18.0,16.333333333333332,10.5,2.6666666666666665,0.0,0.0,3.8333333333333335
 Stefanowicz,Piotr ,7.0,49.714285714285715,28.285714285714285,20.285714285714285,12.571428571428571,3.4285714285714284,0.0,0.0,6.571428571428571
 Zielinski,Marcin ,8.0,31.875,14.5,12.75,5.375,2.625,0.0,0.0,2.375
 Stawiski,Lukasz ,7.0,29.285714285714285,16.285714285714285,12.142857142857142,5.142857142857143,2.5714285714285716,0.0,0.0,2.7142857142857144
 Trochimowicz,Bartosz ,7.0,43.42857142857143,24.428571428571427,18.571428571428573,6.857142857142857,2.2857142857142856,0.0,0.0,5.857142857142857
 Grabowski,Michal ,1.0,34.0,22.0,13.0,5.0,3.0,0.0,0.0,4.0
 Zajac,Marcel ,1.0,36.0,25.0,16.0,3.0,2.0,0.0,0.0,8.0
 Zajkowski,Bartosz ,7.0,37.42857142857143,18.142857142857142,14.285714285714286,6.714285714285714,2.7142857142857144,0.0,0.0,3.7142857142857144
 Siennicki,Leon ,1.0,67.0,22.0,30.0,35.0,0.0,0.0,0.0,5.0
 Kowalczyk,Emil ,2.0,31.5,20.0,12.0,2.5,1.0,0.0,0.0,6.5
 Caitano,Martin  Joel ,4.0,44.0,20.0,16.75,8.75,4.5,0.0,0.0,3.25
 Rey,Fernando ,4.0,31.0,16.5,12.5,3.75,1.0,0.0,0.0,3.0
 Melani,Mauro ,4.0,34.75,14.5,12.75,5.0,3.5,0.0,0.0,3.75
 Hrckova,Anna ,1.0,45.0,31.0,22.0,9.0,1.0,0.0,0.0,3.0
 Vanczak,Tamas ,7.0,43.285714285714285,20.571428571428573,17.285714285714285,13.142857142857142,3.857142857142857,0.0,0.0,5.285714285714286
 Felmery,Mate ,7.0,33.857142857142854,14.571428571428571,14.142857142857142,6.571428571428571,2.857142857142857,0.0,0.0,3.0
 Gora,A ,5.0,46.0,25.4,19.6,11.2,4.6,0.0,0.0,7.8
 Geher,Koppany ,7.0,40.857142857142854,20.428571428571427,16.142857142857142,11.714285714285714,3.5714285714285716,0.0,0.0,4.0
 Szabo,Marton  Nandor ,6.0,46.666666666666664,26.833333333333332,17.333333333333332,10.833333333333334,3.5,0.0,0.0,8.166666666666666
